,Unnamed: 0,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,DATA
213,213,2757155,14,A02,A0201,A02010800,법룡사,1,1001,서울특별시 강남구 광평로31길 56 (수서동),20200000000000.0,20200000000000.0,127.08838,37.48620999,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,종교성지,2799,"서울 강남구 수서동에 위치한 법룡사는 지하 2층, 지상 3층 규모의 배(반야용선) 모양의 현대식 건축물이다. 전국 비구니 스님과 불자들에게 수행과 포교, 사회복지 등 불교 전반에 대해 교육하고 사회 각 분야의 전문가를 양성하는 교육의 장으로 활용되고 있다. 재가불자를 위한 전문교육으로 입문반(주·야간반), 기본반(주·야간반)을 운영하고 있으며, 문화센터에서는 사찰요리, 민화 그리기, 라인 체조, 규방 공예, 생활자수, 요가 교실, 꽃꽂이 교실, 다도, 불화 그리기 강좌 등을 운영하고 있다.",강남구 수서동 법룡사 지하 지상 규모 배 반야 용선 모양 현대 건축물 전국 비구니 스님 수행 포교 사회 복지 불교 전반 대해 교육 사회 각 분야 전문가 양성 교육 장 활용 재 가불 전문교육 입문 야간 기본 야간 운영 문화센터 사찰 요리 민화 그리기 체조 규방 공예 생활 자수 요가 꽃꽂이 다도 불화 그리기 강좌 운영
214,214,2761661,12,A02,A0201,A02010800,구강사,1,1002,서울특별시 강동구 천중로 64 (천호동),20200000000000.0,20200000000000.0,127.1288607,37.54491502,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,종교성지,2736,"서울 강동구 천호동에 있는 구강사는 서울 동부지역 천태법음 요람이자 포교도량으로 대한불교 천태종 사찰이다. 5층 단독건물로 5층에 법당이 있으며, 3층에는 교육시설인  ''금강유치원''이 있으며 옥상에는 정원이 있다. 정기법회는 매월 넷째 주 일요일 오전 11시에 열리고 있으며 불교대학도 운영되고 있다. 지하철 5호선 8호선 천호역 3번 출구 천인중학교 맞은편에 있다.",강동구 천호동 강사 부지역 천태 법음 요람 이자 포교 도량 불교 천태종 사찰 단독 건물 법당 교육 시설 금강 유치원 옥상 정원 정기 법회 매월 넷째 오전 불교 대학 운영 천호역 천인 맞은편
215,215,2759905,12,A02,A0201,A02010800,수안사,1,1015,서울특별시 서초구 효령로68길 30 (서초동),20200000000000.0,20200000000000.0,127.0231081,37.48631714,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,종교성지,2673,"서울 서초구 남부터미널역 경부고속도로 서초 IC 인근 주택가에 있는 대한 불교 조계종 사찰이다. 건물 입구에는 수안불교회관과 사단법인 명상연구원 현판이 걸려 있다. 도심 사찰로는 규모가 크고 대리석 벽체와 기와지붕으로 지어졌으며, 1층 무량수전, 2층 사무실, 3층 법당, 지하 식당으로 이뤄져 있다. 지하철 3호선 남부터미널역 3번 출구에서 조금 걸어가면 된다.",서초구 남부 터미널 역 경부 고속도로 서초 주택가 대한 불교 조계종 사찰 건물 수안 불교 회관 사단법인 명상 연구원 현판 도심 사찰 규모 대리석 벽체 기와 지붕 무량수전 사무실 법당 지하 식당 남부 터미널 역 조금
216,216,1710166,12,A02,A0203,A02030400,국제선센터,1,1019,서울특별시 양천구 목동동로 167 (신정동),20100000000000.0,20200000000000.0,126.870085,37.52077429,6,http://tong.visitkorea.or.kr/cms/resource/64/1984664_image2_1.jpg,역사관광,종교성지,2584,"대한불교조계종 국제선센터는 한국 불교와 전통문화의 세계화를 위한 국제적인 센터이다.총면적 2,110㎡ (638평), 연면적 10,600,34㎡ (3,206평)의 지상 7층, 지하 3층 규모로 건립된 국제선센터는 선원, 템플스테이관, 큰 법당, 교육문화관 등의 시설을 갖추고 있으며, 간화선 수행, 템플스테이 선문화 강좌, 사찰요리 전수등 한국전통문화를 체험 할 수 있는 프로그램을 운영하고 있다. 특히 도심 한 가운데서도 템플스테이 및 템플라이프를 통하여 불교의 전통 수행법을 배우고 체험할 수 있는 곳으로, 내‧외국인을 위한 다양한 프로그램을 운영하고 있다. 사찰 체험을 하고 싶어도 시간이 부족한 현대인이나 몸과 마음의 휴식을 원하는 이들을 위한 열린 공간이다. 매주 토요일 영어로 진행하는 Dharma Talk는 ‘외국인들을 위한 명상교실’로 참선 수행을 배우고자 하는 외국인 뿐만 아니라 재미교포와 영어에 관심있는 내국인들도 자유롭게 참석할 수 있다.<br>",불교 조계종 국제선 센터 한국 불교 전통문화 세계 국제 센터 면적 면적 지상 지하 규모 건립 국제선 센터 선원 템플스테이 법당 교육 화관 시설 간화선 수행 템플스테이 선문 강좌 사찰 요리 한국 전통문화 체험 프로그램 운영 도심 가운데 서도 템플스테이 템플 라이프 불교 전통 수행 법 체험 외국인 프로그램 운영 사찰 체험 시간 현대인 몸 마음 휴식 공간 영어 진행 외국인 명상 참선 수행 외국인 재미교포 영어 관심 국 참석
217,217,2764331,12,A02,A0201,A02010800,인왕산국사당,1,1023,서울특별시 종로구 통일로18가길 20 (무악동),20200000000000.0,20200000000000.0,126.9595307,37.57893302,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,역사유적지,2458,"인왕산 기슭에 위치한 국사당은 무속신으로 모시는 조선 태조와 무학대사, 다른 여러 신들을 모시는 당집으로 요란한 굿판을 벌이기 편리한 인왕산 속에 세운 ‘굿당’이다. 1973년 7월 16일 국가민속문화재로 지정되었다. 원래는 남산 꼭대기에 있었는데 일본인들이 남산에 조선신궁(朝鮮神宮)을 지으면서 이곳 인왕산 기슭으로 이전, 건물을 해체하여 옮긴 후 원형대로 복원하였다. 인왕산을 선택해 옮긴 이유는 이곳이 풍수지리설에서 명당이고 현재 무속신으로 모시는 조선 태조와 무학대사가 기도하던 자리이기 때문이다.  1925년에 새로 지어진 국사당은 영·정조 때의 건축기법을 바탕으로 원래의 국사당을 그대로 복원한 것으로, 다른 당집에 비해 건물이 견고하고 많은 무신도를 볼 수 있다.",인왕산 기슭 국사 무속 신 조선 태조 무학대사 다른 신들 당집 굿판 인왕산 세운 국가 민속 문화재 지정 남산 꼭대기 일본인 남산 조선신궁 인왕산 기슭 이전 건물 해체 원형 복원 인왕산 선택 이유 풍수지리설 명당 현재 무속 신 조선 태조 무학대사 기도 이기 국사 영 정조 건축 기법 바탕 국사 그대로 복원 다른 당집 건물
218,218,2759964,12,A02,A0201,A02010800,홍원사,1,1004,서울특별시 강서구 양천로49길 56-12 (가양동),20200000000000.0,20200000000000.0,126.8404807,37.57205391,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,종교성지,2078,"불교 신자들을 향한 수행과 포교 활동을 위해 도심에 2005년 새로 건립했다. 사찰 이름의 ‘홍원’이라는 뜻은 ‘크나큰 서원으로 일체중생을 제도하겠다’라는 의미를 담고 있다. 전통과 현대가 어우러진 사찰 건축으로 건물 맨 위의 금동탑이 인상적이다. 9호선 양천향교역 2번 출구를 통해 찾아갈 수 있으며, 인근에 궁산 근린공원과 서울식물원이 있다.",불교 신자 수행 포교 활동 도심 건립 사찰 이름 홍원 뜻 서원 일체 중생 제도 의미 전통 현대 사찰 건축 건물 맨 금동 탑 인상 양천향교역 궁산 린 공원 식물원
219,219,2762867,12,A02,A0205,A02050400,전태일동상,1,1023,서울특별시 종로구 청계천로 261 (종로5가),20200000000000.0,20200000000000.0,127.0066767,37.5698377,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,역사유물,1542,"1970년 11월 13일 서울 평화시장 앞에서 열악한 노동조건에 항거하고 근로기준법 준수를 요구하며 근로기준법 화형식을 치르고 시위를 벌이던 중 “근로기준법을 준수하라. 우리는 기계가 아니다!”며 분신(焚身)으로 항거한 당시 평화시장 봉제공장의 재단사 전태일(22세)을 추모하기 위한 추모 동상이다. 2005년 서울시는 청계천로 평화시장 인근 일대에 전태일 거리를 조성하고, 청계천 버들다리 내에 전태일 기념 동상과 동판을 설치했다. 2013년에는 전태일 분신장소(신당동 평화시장 A동과 B동 사이 대로변) 일대가 ‘서울시 미래유산’으로 선정되었다. 선정 근거는, 고도성장의 과정에서 일방적인 희생을 강요당하며 신음하던 노동자의 삶이 사회문제로 등장하게 된 계기이자 우리나라 노동운동과 민주화운동의 신호탄이 된 역사적 사건이 발생한 장소로 보존 가치가 높은 곳이기 때문이다.",평화시장 노동 조건 항거 근로기준법 준수 요구 근로기준법 화형식 시위 벌 근로기준법 준수 기계 며 분신 항거 당시 평화시장 봉제 공장 재단 사 전태일 세 추모 추모 동상 청계천로 평화시장 일대 전태일 거리 조성 청계천 버들 다리 전태일 기념 동상 동판 설치 전태일 분신 장소 신당동 평화시장 사이 대로 변 일대 미래 유산 선정 선정 근거 도성 과정 일방 희생 강요 신음 노동자 삶 사회 문제 등장 계기 이자 우리나라 노동운동 민주화 운동 신호탄 역사 사건 발생 장소 보존 가치 이기
220,220,2761662,12,A02,A0201,A02010800,명락사,1,1005,서울특별시 관악구 청룡1길 11 (봉천동),20200000000000.0,20200000000000.0,126.9470207,37.48146357,6,http://tong.visitkorea.or.kr/cms/resource/83/2790183_image2_1.jpg,역사관광,종교성지,1375,"서울 관악구 청룡동에 있는 명락사는 관악산 줄기의 끝자락 도심 상업지역에 있다.  40여 년 넘게 서울 서남권의 포교 활동과 다문화가정을 위한 포교에 관심을 기울이고 있는 사찰이다. 청년회가 활성화되어 있으며, 토요일 저녁 8시 30분부터 정기 법회를 갖는다. 2호선 봉천역과 서울대입구역 중간지점에 있다.",관악구 청룡동 락사 관악산 줄기 자락 도심 상업 여 년 서남 포교 활동 다문화 가정 포교 관심 사찰 청년회 활성화 저녁 정기 법회 봉천역 대입 구역 중간지점
221,221,1604450,12,A02,A0201,A02010100,황학정,1,1023,서울특별시 종로구 사직로9길 15-32 (사직동),20100000000000.0,20200000000000.0,126.9640359,37.5776027,6,http://tong.visitkorea.or.kr/cms/resource/25/1568125_image2_1.jpg,레저스포츠,육상레저스포츠,1327,"황학정은 원래 광무 2년(1898) 고종의 어명으로 경희궁(慶熙宮) 회상전(會祥殿) 북쪽 담장 가까이 세웠던 궁술 연습을 위한 사정(射亭)이었다. 1922년 일제가 경성중학교를 짓기 위해 경희궁을 헐면서 경희궁 내 건물들이 일반에게 불하될 때 이를 받아 사직공원 북쪽인 등과정(登科亭) 옛터인 현 위치에 이건하였다. 황학정이 있는 사직동의 등과정 자리는 한말까지 궁술 연습장으로 유명했던 곳이다. 등과정은 경복궁 서편 인왕산 기슭 옥동(玉洞)에 있던 등용정(登龍亭)·삼청동의 운용정(雲龍亭)·사직동의 대송정(大松亭, 太極亭)·누상동의 풍소정(風嘯亭, 白虎亭)과 함께 인왕산 아래 서촌(西村) 오사정(五射亭)이라고 불렸다. 오사정을 비롯한 서울에 있던 이름 있는 활터는 일제 때에 전통 무술을 금지하면서 점점 사라졌다. 황학정의 활터는 전국에서 유명하였으며 광복 후에 계속 사용되었으나 6·25전쟁으로 건물도 파손되고 활쏘기도 중단되었다가 다시 중수되어 활터로 사용되고 있다. 과녁은 전방 약 145m 지점에 있으며, 1977년 일부 보수공사를 하였다. 황학정은 인왕산 동쪽 기슭 언덕 위에 동남향을 하고 자리잡았다. 정면에서 보아 4칸 중에서 동쪽 1칸은 서쪽의 3칸보다 한 단 높게 누마루를 꾸몄고, 동쪽 끝 초석은 장초석으로 처리되었다.<br /><br />건물 정면 서쪽에서 2번 째 칸 되는 추녀 밑에 ''황학정'' 현판이 걸려 있다. 북쪽 끝 1칸 양통은 온돌이며 나머지는 모두 우물마루를 깔았다. 주간 거리는 건물 정면의 서쪽에서 오른쪽으로 2,763mm, 3,051mm, 2,820mm, 2,793mm 이며, 측면은 정면에서 뒤로 2,787mm, 2,820mm 이다. 초석의 높이는 290mm, 장초석의 높이는 970mm이고, 대들보까지 기둥의 높이는 2,670mm 이다. 건물은 외벌 장대석 기단 위에 사각기둥을 세우고, 정면과 동쪽 측면 기둥에는 칠언 절구의 주련(柱聯)을 걸었다. 정면 외부 기둥 사이에는 사분합문을 달았으며, 내부는 우물마루와 연등천장으로 되었다. 건물은 판대공으로 종도리를 받친 무고주(無高柱) 5량가이며, 굴도리를 사용하였다. 정자로서는 비교적 규모가 큰 건물이나 간결하고 소박하게 구조로 조영되었다. 건물 서남쪽 뒤로는 샘이 있고 그 뒤 바위에 황학정 팔경을 노래한 시를 음각하였으며, 건물 오른쪽인 동북쪽으로는 사모지붕의 한옥 한천각(閒天閣)이 있고, 그 서쪽 뒤로는 철근 콘크리트로 지은 사우회관(射友會館)이 있다. <br>",황학정 광무 고종 어명 경희궁 회상 담장 궁술 연습 사정 일제 경희궁 경희궁 건물 불하 사직 공원 과정 이건 황학정 사직동 과정 말 궁술 연습장 과정 경복궁 인왕산 기슭 옥동 등용 삼청동 운용 사직동 송정 동의 소정 인왕산 아래 사정 사정 비롯 이름 활터 일제 전통 무술 금지 점점 황학정 활터 전국 광복 계속 사용 전쟁 건물 파손 활쏘기 중단 다시 중수 활터 사용 과녁 전방 지점 일부 보수 공사 황학정 인왕산 기슭 언덕 남향 보아 칸 칸 칸 누마루 초석 장 초석 처리 건물 칸 추녀 밑 황학정 현판 칸 온돌 우물 마루 주간 거리 건물 측면 초석 장 초석 대들보 기둥 건물 외벌 장 대석 기단 사각기둥 측면 기둥 절구 외부 기둥 사이 문 내부 우물 마루 연등 천장 건물 판 대공 종 도리 무고 량가 굴 도리 사용 정자 비교 규모 건물 구조 영 건물 샘 바위 황학정 팔경 노래 음각 건물 동북쪽 지붕 옥 각 지은 사우 회관
222,222,1603336,12,A02,A0205,A02050600,남산팔각정,1,1024,서울 중구 예장동 8-1 ,20100000000000.0,20200000000000.0,126.9876206,37.55163947,6,http://tong.visitkorea.or.kr/cms/resource/72/1567972_image2_1.jpg,역사관광,역사유적지,1269,남산 팔각정은 1959년 이승만 대통령을 기리기 위해 지어진 우남정을 1960년 4.19의거 때 철폐한 후 1968년 11월 11일 건립된 역사를 갖고 있다. 팔각정은 남산정상에 세워져 있어 서울시가가 눈아래 펼쳐진다. <br>,남산 팔각정 이승만 대통령 리기 우남 의거 철폐 건립 역사 팔각정 남산 정상 가가 눈 아래
223,223,945987,12,A02,A0201,A02010500,홍파동홍난파가옥,1,1023,서울특별시 종로구 송월1길 38 (홍파동),20100000000000.0,20200000000000.0,126.9650721,37.57161175,6,http://tong.visitkorea.or.kr/cms/resource/76/922676_image2_1.jpg,역사관광,역사유적지,1191,"홍파동 가옥은 1930년에 독일 선교사가 지은 벽돌조 서양식 건물로 작곡가 홍난파 선생이 인수하여 살던 곳이다. ′봉선화′, ′고향의 봄′ 등을 작곡한 홍난파 선생의 체취를 느낄 수 있는 이 주택은 1930년대 서양식 주택 특성이 원형대로 보존되어 있고 그의 대표곡들이 작곡된 산실이므로 근대문화유산으로 보존될 가치가 있다. 홍난파 선생은 일제강점기 친일행적으로 인해 비판을 받고 있기도 하다.<br>",홍 파동 가옥 독일 선교사 지은 벽돌 양식 건물 작곡가 홍난파 선생 인수 봉선화 고향 봄 작곡 홍난파 선생 체취 주택 양식 주택 특성 원형 보존 대표 곡 작곡 문화유산 보존 가치 홍난파 선생 일제강점기 친일 행적 비판
224,224,250323,12,A02,A0201,A02010900,천도교중앙대교당,1,1023,서울특별시 종로구 삼일대로 457 (경운동),20100000000000.0,20200000000000.0,126.9857646,37.5752367,6,http://tong.visitkorea.or.kr/cms/resource/04/1986004_image2_1.jpg,역사관광,역사유적지,1081,"천도교중앙대교당은 우리나라 천도교의 총본산이다. 천도교는 1860년 수운 최제우에 의해 창시된 동학에 바탕을 두고 있다. 3대 교주 손병희는 1904년 이용구가 일진회와 합하여 친일 행위를 자행하자, 이와 구별하기 위해 천도교로 1905년 개칭하였다. 개칭한 이후, 1906년 1월 『천도교 대헌』을 반포하고 교단을 새롭게 조직하였다. 1910년 나라의 주권을 빼앗기자 민족해방운동을 추진하였으며, 3·1운동 당시에 중추적인 역할을 담당하였다. 일제의 탄압으로 고초를 겪던 천도교는 광복 이후 북한 지역 교세의 급격한 증가에 힘입어 크게 확장되었다가 한국전쟁으로 다시 쇠퇴하였다. 1953년에 중앙 총부를 서울로 옮겼으며, 1961년에는 최시형과 손병희의 법설(法說)이 포함된 『천도교 경전』을 간행하였다. 중앙대 교당은 천도교의 종교 의식 및 각종 정치집회, 예술 공연 등의 일반 행사가 이루어지는 곳이다. 붉은 벽돌로 고풍스럽게 지어진 4층 건물이다. 제3대 교주인 손병희에 의해 건축하기로 결정하여 교인들의 성금으로 건립되었다. 건물의 설계는 일본인 중촌여자평(中村與資平)이 했으며, 중국인 장시영(張時英)이 시공하고, 일본인 기사 고곡호시(古谷虎市)가 총감독을 맡아 완공하였다. 기초부는 화강석으로 벽체는 붉은 벽돌로 만들어져 있다. 건물의 기초부는 화강석을 사용하고 벽은 붉은 벽돌을 사용하여 쌓았다. 지붕 옆면이 사람인(人) 자 모양인 맞배지붕집인데, 철근 앵글로 중간에 기둥이 없게 하였다. 또한, 앞면에 2층 사무실을 탑 모양의 바로크풍으로 하여 특이한 모습을 보이고 있다. 당시에는 서울시내 3대 건물의 하나로 꼽혔으며, 교회당의 구조와 비슷하면서도 전혀 다른 느낌을 지니고 있는 건물이다. 총 건평은 927.87m²(280.68평)으로 약 800명에서 1,000명 정도 수용할 수 있다. 중앙대교당 옆으로는 현재 천도교의 사무실이 있는 수운회관이 있다.",천도교 중앙 대교 우리나라 천도교 산이 천도교 수운 최제우 창시 동학 바탕 교주 손병희 이용구 일진회 합 친일 행위 자행 구별 천도교 개칭 개칭 천도교 대헌 반포 교단 조직 나라 주권 민족 해방운동 추진 운동 당시 중추 역할 담당 일제 탄압 고초 천도교 광복 북한 교세 증가 힘 크게 확장 한국 전쟁 다시 중앙 부 최시형 손병희 법설 포함 천도교 경전 간행 중앙대 천도교 종교 의식 각종 정치 집회 예술 공연 행사 벽돌 고풍 건물 제 교주 손병희 건축 결정 교인 성금 건립 건물 설계 일본인 중촌 여자 중국인 장 시영 시공 일본인 기사 곡호시 총감독 완공 기초 화강석 벽체 벽돌 건물 기초 화강석 사용 벽 벽돌 사용 지붕 옆면 사람인 자 모양 배 지붕 앵글 중간 기둥 또한 앞면 사무실 탑 모양 바로크 모습 보이 당시 건물 하나로 교회당 구조 전혀 다른 느낌 지니 건물 총 건평 수용 중앙 대교 현재 천도교 사무실 수운 회관
225,225,2764329,12,A02,A0201,A02010500,박정희대통령가옥,1,1024,서울특별시 중구 다산로36가길 25 (신당동),20200000000000.0,20200000000000.0,127.0198841,37.56154168,6,http://tong.visitkorea.or.kr/cms/resource/09/2787509_image2_1.jpg,역사관광,역사유적지,1050,박정희 전 대통령이 1958년부터 1961년 장충동의 국가재건최고회의 의장 공관으로 이주할 때까지 가족과 함께 생활했던 집이다.(면적 128.93㎡) 이 가옥은 1930년대 후반 조선도시경영주식회사에서 신당동 문화 주택지 개발로 조성한 가옥 중 유일하게 남은 가옥으로 우리나라 주거사의 중요한 자료로 인정받으며 국가등록문화재로 제412호로 지정되었다. 가족이 거주한 당시 사진과 언론 자료를 근거로 재현하여 2015년부터 시민에게 개방되었다. 박 전 대통령의 접견실과 육영수 여사의 생활 모습을 상상할 수 있는 안방 및 박근혜 전 대통령을 포함한 세 자녀의 어린 시절을 볼 수 있는 사진과 문구 등이 전시되어 있다.  관람을 위해서는 서울시 공공서비스(yeyak.seoul.go.kr) 사이트에서 사전 예약 및 현장 접수해야 한다.,박정희 대통령 장충동 국가 재건 최고 회의 의장 공관 이주 가족 생활 면적 가옥 후반 조선 경영 주식회사 신당동 문화 주택지 개발 조성 가옥 가옥 우리나라 주거 사의 자료 국가 등록 문화재 제 호로 지정 가족 거주 당시 사진 언론 자료 근거 재현 개방 박 대통령 접견 실과 육영수 여사 생활 모습 상상 안방 박근혜 대통령 포함 세 자녀 시절 사진 문구 관람 서비스 사이트 현장 접수
226,226,127307,12,A02,A0201,A02010700,망원정지,1,1013,서울특별시 마포구 동교로8안길 23 (합정동),20000000000000.0,20200000000000.0,126.9046921,37.54987153,6,http://tong.visitkorea.or.kr/cms/resource/43/720543_image2_1.jpg,역사관광,역사유적지,951,"합정동에 위치하고 있는 정자로서 서울시 기념물로 1989년 10월 복원되어 관리하고 있다. 세종6년(1424년)에 효령대군이 별서를 지었는데 이듬해 세종이 서교에 농정을 살피러 왔다가 정자에 들렀을 때 단비가 내리어 ""희우정""으로 이름지었다고 하며, 성종 15년(1484년)에 월산대군이 정자를 크게 고치고, 망원정으로 이름했다. 연산군 12년 7월 1천여명이 앉을 수 있게 확장하고 수려정으로 고쳤으나, 그해 9월 중종반정으로 다시 망원정으로 변경하였다. 1925년 을축대홍수과 한강개발로 자취를 감추었던 것을 한강변 문화 유적 복원 계획의 일환으로 1988년 6월에 기공하여 1989년 10월 준공하였다. 근처의 망원동은 바로 이 정자에서 딴 동네 이름이다.<br>",합정동 정자 기념물 복원 관리 세종 효령대군 이듬해 세종 서교 농정 정자 단비 우정 성종 월산대군 정자 크게 고치 망원정 이름 연산군 확장 수려 중종반정 다시 망원정 변경 을축 대홍수 한강 개발 자취 강변 문화 유적 복원 계획 일환 기공 준공 근처 망원동 바로 정자 동네 이름
227,227,2762877,12,A02,A0201,A02010700,백제초기적석총,1,1018,서울특별시 송파구 가락로7길 21 (석촌동),20200000000000.0,20200000000000.0,127.102831,37.50219451,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,역사유적지,946,"서울시 송파구 석촌동에 위치한 백제 초기 만들어진 돌무지무덤(적석총)으로, 적석총(돌무지무덤)과 토광묘(널무덤) 등 백제 초기 유적 5기가 보존되어 있다. 백제 한성시대에 살던 왕과 왕족, 귀족들의 무덤으로 안내되고 있다. 이 중 제3호, 제4호 돌무지무덤이 사적 제243호로 지정되어 있으며, 주변 5,000m²이 사적공원으로 꾸며져 있다. 지하철 8호선 석촌역과 9호선 석촌고분역을 이용할 수 있다.",송파구 석촌동 백제 초기 돌무지무덤 적석총 적석총 돌무지무덤 토광묘 널무덤 백제 초기 유적 기 보존 백제 시대 왕 왕족 귀족 무덤 제 호 제 호 돌무지무덤 사적 제 호로 지정 주변 사적 공원 석촌역 석촌 고분 역
228,228,750863,12,A02,A0201,A02010800,도안사,1,1009,서울특별시 노원구 덕릉로145길 99 (상계동),20100000000000.0,20200000000000.0,127.0854385,37.68387308,6,http://tong.visitkorea.or.kr/cms/resource/73/739073_image2_1.jpg,역사관광,종교성지,875,"도안사는 서울 노원구와 경기 의정부시, 남양주시 별내면(別內面) 경계에 위치한 수락산(水落山) 내에 있는 사찰이다. 수락산 뒤쪽 외딴 곳에 아늑하게 자리 잡은 자그마한 산사로 화려하진 않지만 자연과 잘 조화된 경내의 풍경은 마음 속의 근심과 걱정을 씻겨준다.",도안 노원구 경기 의정부시 남양주시 별내면 경계 수락산 사찰 수락산 뒤쪽 외딴 산사 자연 조화 경내 풍경 마음 근심 걱정
229,229,2758132,12,A02,A0201,A02010800,향림사,1,1019,서울특별시 양천구 중앙로14나길 39 (신정동),20200000000000.0,20200000000000.0,126.866594,37.5056371,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,종교성지,789,"서울 양천구 신정동 갈산공원과 목동 2차 우성아파트 사이에 위치한 3층 규모의 조계종 소속 불교 사찰로 종무소와 대웅전이 한 건물에 있다. 3층 대웅전을 향해 원형 계단을 오르다 보면 계단 천정의 불화가 유리 밖 건물들과 함께 어우러져 조화를 이룬다. 사찰 우측 계단을 통해 올라가면 체육시설이 있어 운동과 등산을 할 수 있고, 인근 갈산공원을 이용할 수도 있다.",양천구 신정동 산 공원 목동 차 우성 사이 규모 조계종 소속 불교 사찰 종 무소 대웅전 건물 대웅전 원형 계단 오르다 계단 천정 불화 유리 건물 조화 사찰 우측 계단 시설 운동 등산 산 공원 수도
230,230,1603100,12,A02,A0201,A02010800,불국사,1,1001,서울특별시 강남구 광평로10길 30-71 (일원동),20100000000000.0,20200000000000.0,127.0750814,37.47759964,6,http://tong.visitkorea.or.kr/cms/resource/58/1567758_image2_1.jpg,역사관광,종교성지,787,"고려 공민왕 2년(1385년)에 진정국사가 약사절 창건하였다. 조선말 고종황제께서 불국정토를 이루자는 뜻에서 불국사란 사명을 내렸고,한국전쟁으로 약사 부처님만 남고 사찰 소실되어 1964년 풍곡화상이 중창하였다.",고려 공민왕 진정 국사 사절 창건 조선말 고종황제 불국정토 뜻 불국사 란 사명 한국 전쟁 약사 부처님 남고 사찰 소실 곡 상이 중창
231,231,299980,12,A02,A0201,A02010800,대각사,1,1023,서울특별시 종로구 율곡로10길 87 (봉익동),20100000000000.0,20200000000000.0,126.9920474,37.57364811,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,종교성지,623,"대각사(大覺寺)는 서울시 종로구 창덕궁 후원 앞 방향에 위치하고 있는 재단법인 대각회(大覺會)의 사찰로서, 1911년 용성(城) 진종(震鍾) 대종사가 창건하였다. 대각회는 불교 포교단체의 하나로 석가모니불의 대각 불교사상을 선포하여 민족번영의 원리로 발전시킨 용성 스님의 대각사상을 선도하며 이에 필요한 시설을 유지 경영함을 목적으로 1968년 자운(慈雲) 스님 등에 의하여 기존의 대각사를 중심으로 설립되었다. 창건 이후 용성 스님의 대각교는 이곳을 중심으로 교세를 확장해나가 1928년 일반인을 대상으로 한 대각 일요학교가 설립되었고, 이듬해에는 선회(禪會)가 개설되기도 하였다. 또 1930년에는 대각 성전(大覺聖殿)과 요사가 새로이 지어지기도 했다. 그 뒤 1939년 조선 불교 선종 총림 1944년에는 다시 경성 포교당 대각선원 등으로 절 이름이 바뀌었다. 그러나 이 무렵 대각교가 대각사를 중심으로 민족 자주성을 일깨운다고 판단한 일제는 본격적인 탄압을 시작하여 대 가교는 억지로 그 재산을 신탁하게 되는 등 수난을 겪다가 결국 일제에 의해 폐지되었다. 하지만 폐지 이후에도 대각사와 만주 간도(間島) 포교당을 중심으로 대각 고운동은 꾸준히 전개되었다. 1969년 동헌(東軒) 완규(完圭) 대선사를 비롯한 용성 스님의 제자들이 스님의 대각교 창립정신을 기리고 대각사상을 널리 드러내기 위하여 재단법인 대각회를 대각사에 설립하였으며, 1986년 대각사 경내에 있던 건물을 모두 철거하고 지하 1층 지상 3층 총 건축면적 1,322.32m²의 신축 건물을 짓는 등 면모를 일신하여 오늘에 이르고 있다.",대각사 종로구 창덕궁 후원 방향 재단법인 각회 사찰 용성 진종 대종사 창건 각회 불교 포교 하나로 석가모니불 대각 불교사상 선포 민족 번영 원리 발전 용성 스님 대각사 선도 시설 유지 함 목적 자운 스님 기존 대각사 중심 설립 창건 용성 스님 중심 교세 확장 대각 일요 설립 이듬해 선회 개설 기도 대각 성전 요사 새로이 기도 조선 불교 선종 총림 다시 경성 포교 대각선 절 이름 무렵 교가 대각사 중심 민족 자주성 판단 일제 본격 탄압 시작 가교 억지로 재산 신탁 수난 일제 폐지 폐지 대각사 만주 간도 포교 중심 대각 고운동 전개 동헌 완규 대선사 비롯 용성 스님 제자 스님 창립 정신 기리 대각사 널리 재단법인 각회 대각사 설립 대각사 경내 건물 철거 지하 지상 총 건축 면적 신축 건물 면모 일신 오늘
