,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,firstmenu,treatmenu,DATA
54,2849675,39,A05,A0502,A05020100,금고깃집마곡본점,1,1004,"서울특별시 강서구 마곡동로 61 에이스프라자 109호,203-205호",20220900000000.0,20220900000000.0,126.8331733,37.56067177,6,http://tong.visitkorea.or.kr/cms/resource/68/2849668_image2_1.jpg,음식,한식,12499,"금고깃집 마곡본점은 지하철 5호선 발산역 9번 출국 부근에 있다. 매장이 있는 상가 건물에 자체 주차장이 있어 방문 시 자동차로 이용하기 편리하다. 금고깃집은 무항생제 명품 한돈과 경북 안동 무항생제 숙성 한우만을 취급하며 손수 담근 밑반찬을 상에 올리는 게 특징이다. 매장 안은 넓어 각종 단체 행사나 가족 모임에 적합하다. 대표 메뉴는 금돼지 본삼겹살, 금돼지 눈꽃특목살, 금돼지 등심덧살, 금돼지 항정살 등이 있다. 그 외 한우 탕탕육회, 함흥냉면, 유기농 솥밥정식, 사골우거지국밥이 인기가 있다. 이곳은 농림축산식품부 제공 안심식당이다. 취급 메뉴는 배달이 가능하다. 주변에 서울식물원습지원, 강서한강공원, 가양산문화공원이 있어 식사 전후에 둘러보기 좋다.","금돼지 본삼겹살, 금돼지 눈꽃특목살, 금돼지 등심덧살, 금돼지 항정살","한우탕탕육회, 함흥냉면, 유기농솥밥정식, 사골우거지국밥",고깃집 마곡 본점 발산역 출국 부근 매장 상가 건물 자체 주차장 방문 자동차 고깃집 무 항생제 명품 돈 경북 안동 무 항생제 숙성 한우 취급 손수 밑반찬 상 게 특징 매장 각종 행사 가족 모임 대표 메뉴 돼지 삼겹살 돼지 눈꽃 특목살 돼지 등심 덧살 돼지 항정살 한우 육회 함흥 냉면 유기농 솥밥 정식 사골 우거지 국밥 인기 농림축산식품부 제공 안심 식당 취급 메뉴 배달 주변 식물원 습지 강서 한강 공원 가양 산문 공원 식사 전후 둘러보기
55,2603070,39,A05,A0502,A05020100,설마중,1,1015,서울특별시 서초구 남부순환로 2648 ,20190500000000.0,20230900000000.0,127.0382567,37.48783113,6,http://tong.visitkorea.or.kr/cms/resource/72/2603072_image2_1.JPG,음식,한식,12245,"설마중은 서울시 서초구에 위치하였으며 숯불갈비 코스요리 전문점으로 한정식 코스요리까지 제공한다. 상견례, 소규모 돌잔치, 칠순 등 부모님 생신잔치 장소로 각광받고 있으며 외국인들이 좋아하는 메뉴인 양념갈비에, 한국의 대표 요리인 한정식을 소개할 수 있어 외국인 귀빈 접대 장소로 각광받고 있다. 실제로 외국인 손님들을 접대하는 기업 쪽에서 매일 방문하는 코스이다. 넓은 주차장 시설이 있고 발렛 주차도 가능하다.",코스요리,청사초롱 / 금옥만당 외,설마 서초구 숯불 갈비 코스 요리 전문점 한정식 코스 요리 제공 상견례 소규모 돌잔치 순 부모님 생신 잔치 장소 각광 외국인 메뉴인 양념 갈비 한국 대표 요리 한정식 소개 외국인 귀빈 접대 장소 각광 실제 외국인 손님 접대 기업 쪽 매일 방문 코스 주차장 시설 발렛 주차
56,2834443,39,A05,A0502,A05020900,쟝블랑제리,1,1005,서울특별시 관악구 낙성대역길 8 ,20220800000000.0,20220800000000.0,126.962,37.47725599,6,http://tong.visitkorea.or.kr/cms/resource/40/2834440_image2_1.jpg,음식,간이음식,12204,"쟝블랑제리는 낙성대역 4번 출구 서울대 후문 마을버스 종점에 있는 빵집이다. 10년 넘게 한 곳에서 매장을 운영하고 있으며 최근 중소벤처기업부 인증 ''백년가게''로 선정됐다. 재료를 아낌없이 쓰는 빵집으로 서울의 5대 빵집 중 한 곳이다. 네이버 스마트 쇼핑 스토어에 입점해 있고, 젊은이들 사이에서는 꼭 찾아가야 하는 빵지순례 장소이기도 하다. 소보루 빵(곰보빵) 사이에 고소한 단팥, 완두 앙금, 밤, 호두, 버터크림, 잼을 푸짐하게 품은 맘모스 빵이 이 집의 대표 메뉴고, 다양한 크로켓, 큼직한 양의 앙금을 넣어 만드는 단팥빵도 인기 메뉴다.",맘모스빵,"단팥빵, 크로켓, 초코범벅, 완두앙금 등",쟝블 제리 낙성대역 서울대 후문 마을 종점 빵집 매장 운영 최근 중소 벤처기업 부 인증 백년 가게 선정 재료 빵집 빵집 스마트 쇼핑 스토어 입점해 젊은이 사이 꼭 빵 순례 장소 보루 빵 곰보빵 사이 팥 완두 앙금 밤 호두 버터크림 잼 맘모스 빵 집의 대표 메뉴 크로켓 양 앙금 단팥빵 인기 메뉴
57,2778424,39,A05,A0502,A05020100,금돼지식당,1,1024,서울특별시 중구 다산로 149 (신당동),20211100000000.0,20230200000000.0,127.0116905,37.55713649,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,11996,"신당동 길가에 자리한, 흰색 타일에 황금색 간판이 눈에 띄는 금돼지식당은 식사 시간이 아닌데도 문밖으로 길게 줄 서있는 풍경이 낯설지 않을 만큼 인기가 높다. 이곳의 대표는 살코기의 풍부한 육즙, 탄력 있고 쫄깃한 식감, 그리고 지방의 풍미가 잘 살아 있는 돼지 품종을 찾기 위해 오랜 시간을 투자했다고 한다. 갈비뼈가 붙어 있는 본삼겹과 등 목살 등의 특수 부위를 연탄불에 달군 주물 판에 구우면 고기가 타지 않고 맛있게 익는다. 그 흔한 돼지고기지만, 한번 맛보면 절대 잊을 수 없을 것이다. 예약은 받지 않는다. (출처: 미쉐린가이드 서울 2023)",본삼겹,"등목살, 눈꽃목살, 껍데기",신당동 길가 흰색 타일 황금색 간판 눈 돼지 식당 식사 시간 문밖 줄 풍경 인기 대표 살코기 육즙 탄력 쫄깃 식감 지방 미가 살 돼지 품종 찾기 시간 투자 갈비뼈 삼겹 목살 특수 부위 연탄 불 주물 판 구우 고기 타지 돼지고기 한번 절대 출처 미쉐린 가이드
58,2850213,39,A05,A0502,A05020100,가양칼국수버섯매운탕,1,1020,서울특별시 영등포구 국제금융로 78 홍우빌딩 ,20220900000000.0,20220900000000.0,126.9313127,37.52092537,6,http://tong.visitkorea.or.kr/cms/resource/01/2850201_image2_1.jpg,음식,한식,11849,"가양칼국수버섯매운탕은 서울특별시 영등포구 여의도동에 있는 칼국수 맛집으로 지하철 9호선과 신림선을 이용 샛강역 2번 출구로 나오면 부근에 있다. 주차는 매장이 있는 건물 자체 주차장을 이용할 수 있다. 대표 메뉴는 칼국수버섯매운탕으로 TV 프로그램에도 여러 번 소개된 맛집이다. 인원수대로 매운탕을 주문하면 버섯, 채소, 밥, 면은 무료로 무한 제공된다. 재료가 신선하고 양이 푸짐해서 인기가 많다, 식당 인근에 사무실이 많아 식사 시간대에는 늘 웨이팅 있다. 주변에 여의도샛강생태공원과 자매공원이 있어 식사 전후에 둘러보기 좋다.","가양칼국수버섯매운탕, 버섯초회",소고기샤브샤브,가양 칼국수 버섯 매운탕 영등포구 여의도동 칼국수 맛집 신림선 샛강역 부근 주차 매장 건물 자체 주차장 대표 메뉴 칼국수 버섯 매운탕 프로그램 소개 맛집 인원 매운탕 주문 버섯 채소 밥 무한 제공 재료 양 짐 인기 식당 사무실 식사 시간대 웨이 팅 주변 여의도 샛강 생태 공원 자매 공원 식사 전후 둘러보기
59,132901,39,A05,A0502,A05020100,형제갈비,1,1014,서울특별시 서대문구 명물1길 2 ,20040200000000.0,20230900000000.0,126.9373583,37.55791562,6,http://tong.visitkorea.or.kr/cms/resource/37/1900437_image2_1.jpg,음식,한식,11746,"신촌에서 50년 동안 자리를 지키며 변함없는 갈비맛을 유지하고 있다. 착한 가격에 맛있는 불고기를 제공하여 많은 사람들이 찾는다. 또한 담백한 맛의 도톰한 생갈비와 육질이 연한 양념갈비가 인기 메뉴이다. 1층은 갈비탕만을 판매하는 갈비탕 전문으로 운영되며 3층에서 숯불갈비, 불고기, 평양냉면을 판매 중이다.<br>",갈비 / 불고기,꽃갈비살 / 생갈비 / 양념갈비 / 불고기 / 갈비탕,신촌 동안 갈비 맛 유지 가격 불고기 제공 사람 또한 맛 갈비 육질 연한 양념 갈비 인기 메뉴 갈비탕 갈비탕 전문 운영 숯불 갈비 불고기 평양 냉면 중이
60,2763710,39,A05,A0502,A05020100,일미간장게장본점,1,1011,서울특별시 동대문구 장한로24길 7 (장안동),20211000000000.0,20231000000000.0,127.0715346,37.57096096,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,전문음식,11462,"서울 동대문구 장안동 상가 거리에 있는 40여 년 전통의 간장게장 전문 식당으로, 간장게장을 좋아하는 사람들에게 잘 알려진 인기 있는 식당이다. 다수의 TV 프로그램에 소개되면서 더욱더 유명해졌다. 대표 메뉴는 한방 약재를 넣고 달인 특제 간장으로 담근 간장게장이고, 양념게장과 꽃게찜, 굴비 한상차림도 있다. 대형 주차장이 완비되어 있으며, 24시간, 365일 연중무휴로 운영한다.",간장게장,꽃게찜 / 꽃게탕 / 아귀찜 / 해물탕 등,동대문구 장안동 상가 거리 여 년 전통 간장게장 전문 식당 간장게장 사람 인기 식당 다수 프로그램 소개 더욱더 대표 메뉴 방 약재 달인 특제 간장 간장게장 양념 게장 꽃게 찜 굴비 상차림 대형 주차장 완비 연중 무 운영
61,2824947,39,A05,A0502,A05020200,멕시칼리,1,1006,서울특별시 광진구 능동 256-8 1층,20220600000000.0,20220700000000.0,127.0884892,37.55279671,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,외국식,11426,"멕시코 북부 지역의 타코맛을 맛볼 수 있는 멕시칼리, 매일 아침 또르띠아와 살사, 모든 재료들을 손수 만들고 있다.  특히 멕시코 음식만의 특유의 비쥬얼과 풍미가 더해 입맛을 사로잡는다.","피쉬타코, 소고기퀘사디아","피쉬타코, 과꽈몰레 나초, 새우 타코, 소고기 퀘사디아, 빠빠",멕시코 북부 타코 맛 멕시칼리 매일 아침 또르 띠 살사 모든 재료 손수 멕시코 음식 특유 비쥬 얼 미가 입맛
62,2843075,39,A05,A0502,A05020200,돈까스의집,1,1018,서울특별시 송파구 삼전로 100 아카데미빌딩 ,20220800000000.0,20220900000000.0,127.0906986,37.50701595,6,http://tong.visitkorea.or.kr/cms/resource/60/2843060_image2_1.jpg,음식,전문음식,11420,"돈까스의집은 9호선 삼전역 2번 출구 잠실학원사거리 인근에 있다. 건물 뒤편 지하 주차장 있어 주차하기 편하다. 역사가 오래된 경양식 집이라 생각이 안 들 정도로 실내외 인테리어가 깔끔하다. 대표 메뉴는 돈가스인데 기본으로 깍두기, 수프, 양배추샐러드, 단무지가 나오고 밥 또는 빵을 선택할 수 있다. 빵은 기름에 튀긴 모닝빵과 사과잼이 제공된다. 돈가스 소스는 옛날 경양식에서 맛볼 수 있는 건더기가 걸쭉한 소스가 올라간다. 함박스테이크에 반숙 프라이가 고명으로 올라간 정식 세트도 인기 메뉴다. 식당 인근에 석촌호수, 대형 테마파크 놀이공원, 대형 쇼핑몰, 송파책박물관, 한성백제박물관 등이 있어 연계 관광을 할 수 있다.",돈가스,"정식, 함박스테이크, 생선까스",돈까스 전역 잠실 사거리 건물 뒤편 지하 주차장 주차 역사 양식 생각 실내 인테리어 대표 메뉴 돈가스 기본 깍두기 수프 양배추 샐러드 단무지 밥 빵 선택 빵 기름 모닝 빵 사과 잼 제공 돈가스 소스 옛날 양식 건더기 소스 함박스테이크 반숙 프라이 고명 정식 세트 인기 메뉴 식당 석촌호수 대형 테마 파크 놀이 공원 대형 쇼핑몰 송파 책 박물관 박물관 계 관광
63,2762892,39,A05,A0502,A05020200,아델라베일리,1,1023,서울특별시 종로구 북악산로 48 (부암동),20211000000000.0,20221200000000.0,126.9701876,37.5952452,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,전문음식,11085,"서울 종로구 북악스카이웨이 올라가는 길에 위치한 전망 좋은 카페 겸 레스토랑이다. 내부 통유리 창으로 보이는 나무들이 숲속에 와있는 기분을 들게 하고, 루프탑에서는 서울 시내가 훤히 내려다 보여 낮과 밤 모두 전망이 좋다. 런치와 디너 코스가 대표 메뉴이며, 1층에는 베이커리가 별도로 운영되고 있다. 하우스 웨딩, 갤러리 전시, 기업 행사가 열리기도 하고, 넓은 정원과 루프탑에서는 야간 야외 결혼식이 열리기도 한다.","런치코스, 디너코스","양식, 음료, 베이커리",종로구 북악스카이웨이 길 전망 카페 겸 레스토랑 내부 유리 창 나무 숲속 기분 루프 탑 훤히 낮 밤 전망 런치 디너 코스 대표 메뉴 베이커리 별도 운영 하우스 웨딩 갤러리 기업 행사 리기 정원 루프 탑 야간 야외 결혼식 리기
64,2860770,39,A05,A0502,A05020100,갈비사랑,1,1015,서울특별시 서초구 강남대로 204 갈비사랑 ,20220900000000.0,20221000000000.0,127.0367459,37.48253172,6,http://tong.visitkorea.or.kr/cms/resource/58/2860758_image2_1.jpg,음식,한식,10882,"갈비사랑은 지하철 3호선, 신분당선 양재역 8번 출구 서울행정법원 부근에 있다. 매장 단독 건물이고 자체 주차장을 갖추고 있으며 발렛파킹 서비스를 이용할 수 있다. 이곳은 양재역에서 25년간 영업해온 갈빗집으로 방송사 TV 맛집 프로그램에 소개된 바 있다. 내부는 넓은 홀에 다양한 테이블에 개별 룸까지 갖추고 있어 단체 행사나 가족 모임에도 적당하다. 대표 메뉴로는 양념갈비, 우대 갈비, 생갈비, 생등심이 있다. 그 외 점심 특선으로 매운 갈비찜 정식, 한우 불고기 정식, 사랑 정식 등이 있다. 주변에 말죽거리 공원이 있어 식사 전후에 둘러보기 좋다.","양념갈비, 우대갈비, 생갈비, 생등심","매운갈비찜 정식(점심특선), 한우 불고기 정식(점심특선),사랑정식(점심특선)",갈비 사랑 신분당선 양재역 행정법원 부근 매장 단독 건물 자체 주차장 발렛파킹 서비스 양재역 영업 빗집 방송사 맛집 프로그램 소개 바 내부 홀 테이블 개별 룸 행사 가족 모임 대표 메뉴 양념 갈비 우대 갈비 갈비 등심 점심 특선 갈비찜 정식 한우 불고기 정식 사랑 정식 주변 말죽거리 공원 식사 전후 둘러보기
65,2839940,39,A05,A0502,A05020100,늘푸른목장잠실본점,1,1018,서울특별시 송파구 백제고분로9길 34 1F,20220800000000.0,20220800000000.0,127.0826548,37.50963217,6,http://tong.visitkorea.or.kr/cms/resource/36/2839936_image2_1.jpg,음식,한식,10675,"늘푸른목장 잠실본점은 2호선 잠실새내역 4번 출구 잠실 천주교성당 인근에 있다. 주차장 공간이 협소해 대중교통을 이용하는 것이 좋다. 매장에서 대리 주차를 해준다. 음식점 내부는 원목 인테리어로 되어있고, 홀 정중앙에 오픈 주방이 있어 손님상에 나가는 고기손질 과정을 직접 확인할 수 있다. 대표 메뉴는 경주갈비살과 육회이다. 밑반찬은 마늘, 소금, 양파절임, 김치, 무 쌈, 파채, 쌈장, 미역국이 나온다. 구이용 불은 참숯을 사용한다. 사이드 메뉴로는 된장찌개, 평양냉면, 계란찜이 있다. 인근에 잠실종합운동장 공원과 유명 테마공원이 있어 연계 관광을 할 수 있다.",경주갈비살,"육회, 된장찌개, 물냉면, 비빔냉면",푸른 목장 잠실 본점 잠실 역 잠실 천주교 성당 주차장 공간 협소해 매장 대리 주차 음식점 내부 원목 인테리어 홀 중앙 오픈 주방 손님 고기 손질 과정 직접 확인 대표 메뉴 갈비살 육회 밑반찬 마늘 소금 양파 절임 김치 무 쌈 파채 쌈장 미역국 불 참숯 사용 사이드 메뉴 된장찌개 평양 냉면 계란찜 잠실 종합 운동장 공원 유명 테마 공원 계 관광
66,2709706,39,A05,A0502,A05020100,황금콩밭,1,1013,서울특별시 마포구 마포대로16길 9 (아현동),20210300000000.0,20230400000000.0,126.956729,37.55101399,6,http://tong.visitkorea.or.kr/cms/resource/47/2705147_image2_1.jpg,음식,한식,10663,100% 국내산 콩과 소금으로 매일 새벽 당일 판매할 두부를 만드는 두부 전문점이다. 황금콩밭의 두부는 진한 두유와 소량의 간수를 사용해 콩 특유의 고소하면서도 달달한 맛과 우유처럼 부드러운 식감을 자랑한다.,생두부,생두부 / 보쌈 / 두부젓국 외,국내 산 콩 소금 매일 새벽 당일 두부 두부 전문점 황금 콩밭 두부 두유 소량 간수 사용 콩 특유 달달 맛 우유 식감
67,2758120,39,A05,A0502,A05020100,푸주옥,1,1019,서울특별시 양천구 남부순환로 663 (신정동),20211000000000.0,20230200000000.0,126.8429766,37.51028058,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,10472,"거대한 가마솥에 우려낸 진한 국물 맛을 자랑하는 설렁탕과 도가니탕, 수육을 판매하는 24시간 운영 식당이다. 식당 안으로 들어오면 입구에 거대한 가마솥에 국물을 우려내는 모습을 볼 수 있다. 서울 양천구의 대표 녹지인 매봉산과 계남 근린공원으로 둘러싸인 곳에 자리하고 있어 식사 후 산책하기도 좋은 위치에 있다. 2호선 신정네거리역 양천고등학교 맞은편에 있다.",설렁탕,"설렁탕, 도가니탕, 수육 등",가마솥 우려 국물 맛 설렁탕 도가니탕 수육 운영 식당 식당 가마솥 국물 우려 모습 양천구 대표 녹지 매봉산 계남 린 공원 식사 산책 신정네거리역 맞은편
68,2438867,39,A05,A0502,A05020100,대성집,1,1023,서울특별시 종로구 사직로 5 ,20161100000000.0,20230100000000.0,126.9609169,37.57273932,6,http://tong.visitkorea.or.kr/cms/resource/51/2477751_image2_1.jpg,음식,한식,10395,"대성집은 서울 종로구에 위치한 도가니탕 전문점이다. 뽀얗고 맑은 국물에 고기가 붙은 도가니와 쫄깃한 힘줄이 풍성하게 들어있는 도가니탕이 대표 메뉴인데, 도가니와 힘줄을 특제 간장 소스에 찍어먹는 맛이 별미이다. 이 외에도 수육과 해장국을 맛볼 수 있다. 미쉐린 가이드 서울 2023에 선정될 만큼 맛이 좋기로 유명한 곳이다. 재료 소진 시 조기 마감을 하고 있으므로 방문 전 영업여부를 확인해 보는 것이 좋다.",도가니탕,수육 / 해장국,대성 종로구 도가니탕 전문점 맑은 국물 고기 도가니 쫄깃 힘줄 도가니탕 대표 메뉴 도가니 힘줄 특제 간장 소스 맛 별미 수육 해장국 미쉐린 가이드 선정 맛 재료 소진 조기 마감 방문 영업 여부 확인
69,2842903,39,A05,A0502,A05020100,원조조박집본관,1,1013,서울특별시 마포구 토정로37길 3 ,20220800000000.0,20220800000000.0,126.9443804,37.53986507,6,http://tong.visitkorea.or.kr/cms/resource/97/2842897_image2_1.jpg,음식,한식,10388,"마포역 1번 출구 근처에 있는 고깃집이다. 대표메뉴는 양념돼지갈비이다. 파무침, 양배추샐러드, 동치미소면, 열무김치가 기본 세팅으로 같이 나온다. 짜지 않고 적당한 단맛의 양념돼지 갈비가 인기다. 동치미 국수가 유명하다. 와인바도 함께 운영하는 것이 특징이다. 매장이 넓어 테이블 간격이 여유 있다. 단체석도 있어 모임이나 회식하기에 좋다. 마포 유수지 공영주차장을 이용할 수 있다. 차량 10분 거리에 여의도 한강공원이 있어 식사 후 산책하기 좋다.",양념돼지갈비,"양념돼지갈비, 한우등심주물럭",마포역 근처 고깃집 대표 메뉴 양념 돼지갈비 파 양배추 샐러드 동치미 소면 열무김치 기본 세팅 단맛 양념 돼지 갈비 인기 동치미 국수 와인 바 운영 특징 매장 테이블 간격 여유 석도 모임 회식 마포 유수지 주차장 차량 거리 여의도 한강 공원 식사 산책
70,2944608,39,A05,A0502,A05020100,밀란국수개포본점,1,1001,서울특별시 강남구 개포로28길 4 ,20230100000000.0,20230100000000.0,127.0491226,37.47857406,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,10380,"개포동에서 가성비 맛집으로 숨은 맛집이다. 신선한 재료와 천연 조미료만을 사용하여 건강한 음식을 만든다. 메뉴는 샤브샤브와 코다리찜, 칼국수, 떡국, 굴국밥 등이 있다. 산지 직거래로 당일 공수한 신선한 재료와 천연 조미료로 맛을 내 자극적이지 않고 깔끔하다. 겨울에 가장 인기있는 메뉴는 시래기들깨떡국인데 들깨가루가 듬뿍 들어가 고소한 맛이 일품이다. 밀란국수의 모든 면에는 메밀이 함유되어 있어 면이 구수하다.",밀란샤브,"코다리찜, 복칼국수, 들깨칼국수, 복지리, 굴국밥, 떡국 등",개포동 가성 비 맛집 맛집 재료 천연 조미료 사용 음식 메뉴 샤브샤브 코다리 찜 칼국수 떡국 굴국밥 산지 직거래 당일 공수 재료 천연 조미료 맛 자극 겨울 가장 인기 메뉴 시래기 들깨 떡국 들깨 가루 듬뿍 맛 일품 밀란 국수 모든 메밀 함유
71,403044,39,A05,A0502,A05020100,무교동북어국집,1,1024,서울특별시 중구 을지로1길 38 ,20080100000000.0,20221000000000.0,126.979882,37.56779857,6,http://tong.visitkorea.or.kr/cms/resource/44/399344_image2_1.jpg,음식,한식,9996,"옛날 조리방식 그대로 조리를 해서 구수한 북어 해장국의 독특한 맛을 지켜온 무교동 북어국집은 서울시청 뒤에 자리하고 있다. 1968년부터 자리를 지켜온 이 음식점은 처음에는 터줏골로 알려졌던 곳인데 지금은 그 이름이 무교동 북어국집으로 바뀌었다. 메뉴는 단 한가지 북어 해장국만 있는 음식점이다.  평일에도 음식점 밖으로 줄이 이어져 있지만, 메뉴가 한 가지라 음식은 빨리 나온다. 또한 테이블에 기본 반찬이 담긴 그릇이 놓여 있기 먹을 만큼 덜어 먹으면 된다. 진하고 뽀얀 북엇국의 국물이 속을 시원하게 풀어주는데 밥과 국은 계속 리필이 되므로 저렴한 비용으로 양껏 먹을 수 있어 좋다. 비록 외형은 소박하고 서민적인 음식점이지만 그 맛에는 정성과 세월의 깊이가 담겨 있다.",북어해장국,북어해장국,옛날 조리 방식 그대로 조리 북어 해장국 맛 무 교동 북어 국 시청 음식점 처음 터줏골 지금 이름 무 교동 북어 국집 메뉴 한가지 북어 해장국 음식점 평일 음식점 메뉴 가지 음식 또한 테이블 기본 반찬 그릇 북엇국 국물 밥 국 계속 리필 비용 껏 비록 외형 서민 음식점 맛 정성 세월 깊이
72,2836098,39,A05,A0502,A05020400,쥬에,1,1021,서울특별시 용산구 독서당로 124-7 태흥영화주식회사 ,20220800000000.0,20220900000000.0,127.0128076,37.53753879,6,http://tong.visitkorea.or.kr/cms/resource/93/2836093_image2_1.jpg,음식,외국식,9990,"쥬에 중식당은 경의중앙 옥수역 3번 출구 말레이시아 대사관 인근에 있다. 이곳은 미쉐린 가이드 서울 2022에 선정된 맛집이다. 식당의 내부는 통유리로 되어 있어 서울 시내가 보인다. 이곳은 정통 광둥식 요리를 판매하고 있다. 이곳은 코스 메뉴가 있는데 공작, 후작, 백작, 자작, 남작이라는 작위를 딴 이름으로 구성되었다. 코스 메뉴는 식사와 별도로 중국차를 필수 선택해야 한다. 쥬에의 대표 메뉴는 돼지 바비큐다. 특제 양념에 잰 통고기를 고온에서 구워 조리한다. 식당 인근에는 남산 서울타워, 숭례문, 광화문, 쇼핑타운, 용산공원, 국립중앙박물관 등이 있어 연계 관광이 가능하다. ※ 반려동물 동반 불가",북경오리,"딤섬, 볶음밥, 북경오리 , 탕수육, 탄탄면",쥬 중식 경의 중앙 옥수역 말레이시아 대사관 미쉐린 가이드 선정 맛집 식당 내부 유리 정통 광둥 요리 코스 메뉴 공작 후작 백작 자작 남작 작위 이름 구성 코스 메뉴 식사 별도 중국 차 필수 선택 쥬 대표 메뉴 돼지 바비큐 특제 양념 통고 고온 조리 식당 남산 타워 숭례문 광화문 쇼핑 타운 용산 공원 국립 중앙 박물관 계 관광 반려동물 동반 불가
73,2832820,39,A05,A0502,A05020100,황금정원,1,1010,서울특별시 도봉구 방학로 312 ,20220800000000.0,20220900000000.0,127.0177536,37.66294096,6,http://tong.visitkorea.or.kr/cms/resource/11/2832811_image2_1.jpg,음식,한식,9930,"황금정원은 우이동의 맛집이자 방학동의 쌈밥 맛집이다. 우이신설선 북한산역우이역 1번 출구에서 10분 거리다. 원목과 황토로 만든 건물은 주변 자연경관과 잘 어울리는 이곳만의 식당 풍경을 볼 수 있다. 쌈밥에 보통 나물 반찬과 제육볶음을 주는 음식점이 대부분인데 황금정원은 낙지 쌈밥, 소불고기 쌈밥을 제공해 어린이부터 어른까지 다양한 메뉴를 맛볼 수가 있다. 식당에는 마당과 야외정원이 있다. 이곳과 테라스에서 식후 디저트를 즐길 수 있다. 커피를 마시다 보면 식당 주위가 숲으로 둘러싸여서 마치 무릉도원에 있는 기분이 든다. 황금정원은 북한산이나 수락산 등산을 마친 등산객이 기력 보충을 위해 들리기 좋은 곳에 있다. 참고로 상차림 특성상 1인 판매는 불가하다. ※ 반려동물 동반 불가",쌈밥솥밥정식,"제육쌈밥 솥밥정식, 낙지쌈밥 솥밥정식, 소불고기 솥밥정식, 꾸지봉한방닭백숙, 오리백숙",황금정 우이동 맛집 이자 방학동 쌈밥 맛집 우이신설선 북한 산 이역 거리 원목 황토 건물 주변 자연 경관 식당 풍경 쌈밥 보통 나물 반찬 볶음 음식점 대부분 황금정 낙지 쌈밥 불고기 쌈밥 제공 어린이 어른 메뉴 수가 식당 마당 야외 정원 테라스 식후 디저트 커피 식당 숲 마치 무릉도원 기분 황금정 북한 산이 수락산 등산 등산 객 기력 보충 참고 상차림 특성 인 반려동물 동반 불가
74,2689420,39,A05,A0502,A05020100,유래회관,1,1016,서울특별시 성동구 마장로 196 ,20201100000000.0,20221100000000.0,127.0315495,37.56649132,6,http://tong.visitkorea.or.kr/cms/resource/40/2684740_image2_1.jpg,음식,한식,9759,57년 전통의 한우등심을 맛볼 수 있는 맛집이다. 대표메뉴는 등심이다. 서울특별시 성동구에 있는 한식전문점이다.,등심,등심 / 된장국수,전통 한우 등심 맛집 대표 메뉴 등심 성동구 한식 전문점
75,2849272,39,A05,A0502,A05020100,발산삼계탕,1,1004,서울특별시 강서구 강서로 344 ,20220900000000.0,20220900000000.0,126.8378314,37.55632236,6,http://tong.visitkorea.or.kr/cms/resource/63/2849263_image2_1.jpg,음식,한식,9699,"발산삼계탕은 지하철 5호선 6번 출구 부근에 있다. 매장이 있는 상가 건물 앞에 자체 주차장이 있어 방문 시 자동차로 이용하기 편리하다. 이곳은 5년근 인삼으로 국물을 낸 삼계탕 전문점이고 육질이 좋은 영계만을 사용한다. 산삼에서 추출한 배양근과 능이를 넣어 삼계탕을 만드는 게 특징이다. 매장 안은 넓은 홀이고 테이블이 많아 각종 단체 행사나 가족 모임에 적합하다. 이곳은 농림축산식품부 안심식당으로 인증받았다. 대표 메뉴는 발산삼계탕, 누룽지삼계탕, 산삼배양근 능이삼계탕, 용미봉탕이 있다. 그 외 발산숯불구이가 인기가 많다. 주변에 수명산, 우장산, 개화산이 있어 등산 코스와 연계하기 좋다.","발산삼계탕,누룽지삼계탕, 산삼배양근 능이 삼계탕, 용미봉탕",발산숯불구이,발산 삼계탕 부근 매장 상가 건물 자체 주차장 방문 자동차 인삼 국물 삼계탕 전문점 육질 영계 사용 산삼 추출 배 양근 능이 삼계탕 게 특징 매장 홀 테이블 각종 행사 가족 모임 농림축산식품부 안심 식당 인증 대표 메뉴 발산 삼계탕 누룽지 삼계탕 산삼 배 양근 능이 삼계탕 봉탕 발산 숯불 구이 인기 주변 명산 우장산 개화산 등산 코스 계
